suite_id,sample_id,code,value
76,6,11,10
76,7,11,10
76,8,11,10
76,9,11,10
77,1,11,10
77,10,11,10
77,2,11,10
77,3,11,10
77,4,11,10
77,5,11,10
77,6,11,10
77,7,11,10
77,8,11,10
77,9,11,10
78,1,11,10
78,10,11,10
78,2,11,10
78,3,11,10
78,4,11,10
78,5,11,10
78,6,11,10
78,7,11,10
78,8,11,10
78,9,11,10
79,1,11,10
79,10,11,10
79,2,11,10
79,3,11,10
79,4,11,10
79,5,11,10
79,6,11,10
79,7,11,10
79,8,11,10
79,9,11,10
8,1,11,10
8,10,11,10
8,2,11,10
8,3,11,10
8,4,11,10
8,5,11,10
8,6,11,10
8,7,11,10
8,8,11,10
8,9,11,10
80,1,11,10
80,10,11,10
80,2,11,10
80,3,11,10
80,4,11,10
80,5,11,10
80,6,11,10
80,7,11,10
80,8,11,10
80,9,11,10
81,1,11,10
81,10,11,10
81,2,11,10
81,3,11,10
81,4,11,10
81,5,11,10
81,6,11,10
81,7,11,10
81,8,11,10
81,9,11,10
82,1,11,10
82,10,11,10
82,2,11,10
82,3,11,10
82,4,11,10
82,5,11,10
82,6,11,10
82,7,11,10
82,8,11,10
82,9,11,10
83,1,11,10
83,10,11,10
83,2,11,10
83,3,11,10
83,4,11,10
83,5,11,10
83,6,11,10
83,7,11,10
83,8,11,10
83,9,11,10
84,1,11,10
84,10,11,10
84,2,11,10
84,3,11,10
84,4,11,10
84,5,11,10
84,6,11,10
84,7,11,10
84,8,11,10
84,9,11,10
85,1,11,10
85,10,11,10
85,2,11,10
85,3,11,10
85,4,11,10
85,5,11,10
85,6,11,10
85,7,11,10
85,8,11,10
85,9,11,10
86,1,11,10
86,10,11,10
86,2,11,10
86,3,11,10
86,4,11,10
86,5,11,10
86,6,11,10
86,7,11,10
86,8,11,10
86,9,11,10
87,1,11,10
87,10,11,10
87,2,11,10
87,3,11,10
87,4,11,10
87,5,11,10
87,6,11,10
87,7,11,10
87,8,11,10
87,9,11,10
88,1,11,10
88,10,11,10
88,2,11,10
88,3,11,10
88,4,11,10
88,5,11,10
88,6,11,10
88,7,11,10
88,8,11,10
88,9,11,10
89,1,11,10
89,10,11,10
89,2,11,10
89,3,11,10
89,4,11,10
89,5,11,10
89,6,11,10
89,7,11,10
89,8,11,10
89,9,11,10
9,1,11,10
9,10,11,10
9,2,11,10
9,3,11,10
9,4,11,10
9,5,11,10
9,6,11,10
9,7,11,10
9,8,11,10
9,9,11,10
90,1,11,10
90,10,11,10
90,2,11,10
90,3,11,10
90,4,11,10
90,5,11,10
90,6,11,10
90,7,11,10
90,8,11,10
90,9,11,10
91,1,11,10
91,10,11,10
91,2,11,10
91,3,11,10
91,4,11,10
91,5,11,10
91,6,11,10
91,7,11,10
91,8,11,10
91,9,11,10
92,1,11,10
92,10,11,10
92,2,11,10
92,3,11,10
92,4,11,10
92,5,11,10
92,6,11,10
92,7,11,10
92,8,11,10
92,9,11,10
93,1,11,10
93,10,11,10
93,2,11,10
93,3,11,10
93,4,11,10
93,5,11,10
93,6,11,10
93,7,11,10
93,8,11,10
93,9,11,10
94,1,11,10
94,10,11,10
94,2,11,10
94,3,11,10
94,4,11,10
94,5,11,10
94,6,11,10
94,7,11,10
94,8,11,10
94,9,11,10
95,1,11,10
95,10,11,10
95,2,11,10
95,3,11,10
95,4,11,10
95,5,11,10
95,6,11,10
95,7,11,10
95,8,11,10
95,9,11,10
96,1,11,10
96,10,11,10
96,2,11,10
96,3,11,10
96,4,11,10
96,5,11,10
96,6,11,10
96,7,11,10
96,8,11,10
96,9,11,10
97,1,11,10
97,10,11,10
97,2,11,10
97,3,11,10
97,4,11,10
97,5,11,10
97,6,11,10
97,7,11,10
97,8,11,10
97,9,11,10
98,1,11,10
98,10,11,10
98,2,11,10
98,3,11,10
98,4,11,10
98,5,11,10
98,6,11,10
98,7,11,10
98,8,11,10
98,9,11,10
99,1,11,10
99,10,11,10
99,2,11,10
99,3,11,10
99,4,11,10
99,5,11,10
99,6,11,10
99,7,11,10
99,8,11,10
99,9,11,10
1,1,12,100
1,10,12,100
1,2,12,100
1,3,12,100
1,4,12,100
1,5,12,100
1,6,12,100
1,7,12,100
1,8,12,100
1,9,12,100
10,1,12,100
10,10,12,100
10,2,12,100
10,3,12,100
10,4,12,100
10,5,12,100
10,6,12,100
10,7,12,100
10,8,12,100
10,9,12,100
100,1,12,100
100,10,12,100
100,2,12,100
100,3,12,100
100,4,12,100
100,5,12,100
100,6,12,100
100,7,12,100
100,8,12,100
100,9,12,100
11,1,12,100
11,10,12,100
11,2,12,100
11,3,12,100
11,4,12,100
11,5,12,100
11,6,12,100
11,7,12,100
11,8,12,100
11,9,12,100
12,1,12,100
12,10,12,100
12,2,12,100
12,3,12,100
12,4,12,100
12,5,12,100
12,6,12,100
12,7,12,100
12,8,12,100
12,9,12,100
13,1,12,100
13,10,12,100
13,2,12,100
13,3,12,100
13,4,12,100
13,5,12,100
13,6,12,100
13,7,12,100
13,8,12,100
13,9,12,100
14,1,12,100
14,10,12,100
14,2,12,100
14,3,12,100
14,4,12,100
14,5,12,100
14,6,12,100
14,7,12,100
14,8,12,100
14,9,12,100
15,1,12,100
15,10,12,100
15,2,12,100
15,3,12,100
15,4,12,100
15,5,12,100
15,6,12,100
15,7,12,100
15,8,12,100
15,9,12,100
16,1,12,100
16,10,12,100
16,2,12,100
16,3,12,100
16,4,12,100
16,5,12,100
16,6,12,100
16,7,12,100
16,8,12,100
16,9,12,100
17,1,12,100
17,10,12,100
17,2,12,100
17,3,12,100
17,4,12,100
17,5,12,100
17,6,12,100
17,7,12,100
17,8,12,100
17,9,12,100
18,1,12,100
18,10,12,100
18,2,12,100
18,3,12,100
18,4,12,100
18,5,12,100
18,6,12,100
18,7,12,100
18,8,12,100
18,9,12,100
19,1,12,100
19,10,12,100
19,2,12,100
19,3,12,100
19,4,12,100
19,5,12,100
19,6,12,100
19,7,12,100
19,8,12,100
19,9,12,100
2,1,12,100
2,10,12,100
2,2,12,100
2,3,12,100
2,4,12,100
2,5,12,100
2,6,12,100
2,7,12,100
2,8,12,100
2,9,12,100
20,1,12,100
20,10,12,100
20,2,12,100
20,3,12,100
20,4,12,100
20,5,12,100
20,6,12,100
20,7,12,100
20,8,12,100
20,9,12,100
21,1,12,100
21,10,12,100
21,2,12,100
21,3,12,100
21,4,12,100
21,5,12,100
21,6,12,100
21,7,12,100
21,8,12,100
21,9,12,100
22,1,12,100
22,10,12,100
22,2,12,100
22,3,12,100
22,4,12,100
22,5,12,100
22,6,12,100
22,7,12,100
22,8,12,100
22,9,12,100
23,1,12,100
23,10,12,100
23,2,12,100
23,3,12,100
23,4,12,100
23,5,12,100
23,6,12,100
23,7,12,100
23,8,12,100
23,9,12,100
24,1,12,100
24,10,12,100
24,2,12,100
24,3,12,100
24,4,12,100
24,5,12,100
24,6,12,100
24,7,12,100
24,8,12,100
24,9,12,100
25,1,12,100
25,10,12,100
25,2,12,100
25,3,12,100
25,4,12,100
25,5,12,100
25,6,12,100
25,7,12,100
25,8,12,100
25,9,12,100
26,1,12,100
26,10,12,100
26,2,12,100
26,3,12,100
26,4,12,100
26,5,12,100
26,6,12,100
26,7,12,100
26,8,12,100
26,9,12,100
27,1,12,100
27,10,12,100
27,2,12,100
27,3,12,100
27,4,12,100
27,5,12,100
27,6,12,100
27,7,12,100
27,8,12,100
27,9,12,100
28,1,12,100
28,10,12,100
28,2,12,100
28,3,12,100
28,4,12,100
28,5,12,100
28,6,12,100
28,7,12,100
28,8,12,100
28,9,12,100
29,1,12,100
29,10,12,100
29,2,12,100
29,3,12,100
29,4,12,100
29,5,12,100
29,6,12,100
29,7,12,100
29,8,12,100
29,9,12,100
3,1,12,100
3,10,12,100
3,2,12,100
3,3,12,100
3,4,12,100
3,5,12,100
3,6,12,100
3,7,12,100
3,8,12,100
3,9,12,100
30,1,12,100
30,10,12,100
30,2,12,100
30,3,12,100
30,4,12,100
30,5,12,100
30,6,12,100
30,7,12,100
30,8,12,100
30,9,12,100
31,1,12,100
31,10,12,100
31,2,12,100
31,3,12,100
31,4,12,100
31,5,12,100
31,6,12,100
31,7,12,100
31,8,12,100
31,9,12,100
32,1,12,100
32,10,12,100
32,2,12,100
32,3,12,100
32,4,12,100
32,5,12,100
32,6,12,100
32,7,12,100
32,8,12,100
32,9,12,100
33,1,12,100
33,10,12,100
33,2,12,100
33,3,12,100
33,4,12,100
33,5,12,100
33,6,12,100
33,7,12,100
33,8,12,100
33,9,12,100
34,1,12,100
34,10,12,100
34,2,12,100
34,3,12,100
34,4,12,100
34,5,12,100
34,6,12,100
34,7,12,100
34,8,12,100
34,9,12,100
35,1,12,100
35,10,12,100
35,2,12,100
35,3,12,100
35,4,12,100
35,5,12,100
35,6,12,100
35,7,12,100
35,8,12,100
35,9,12,100
36,1,12,100
36,10,12,100
36,2,12,100
36,3,12,100
36,4,12,100
36,5,12,100
36,6,12,100
36,7,12,100
36,8,12,100
36,9,12,100
37,1,12,100
37,10,12,100
37,2,12,100
37,3,12,100
37,4,12,100
37,5,12,100
37,6,12,100
37,7,12,100
37,8,12,100
37,9,12,100
38,1,12,100
38,10,12,100
38,2,12,100
38,3,12,100
38,4,12,100
38,5,12,100
38,6,12,100
38,7,12,100
38,8,12,100
38,9,12,100
39,1,12,100
39,10,12,100
39,2,12,100
39,3,12,100
39,4,12,100
39,5,12,100
39,6,12,100
39,7,12,100
39,8,12,100
39,9,12,100
4,1,12,100
4,10,12,100
4,2,12,100
4,3,12,100
4,4,12,100
4,5,12,100
4,6,12,100
4,7,12,100
4,8,12,100
4,9,12,100
40,1,12,100
40,10,12,100
40,2,12,100
40,3,12,100
40,4,12,100
40,5,12,100
40,6,12,100
40,7,12,100
40,8,12,100
40,9,12,100
41,1,12,100
41,10,12,100
41,2,12,100
41,3,12,100
41,4,12,100
41,5,12,100
41,6,12,100
41,7,12,100
41,8,12,100
41,9,12,100
42,1,12,100
42,10,12,100
42,2,12,100
42,3,12,100
42,4,12,100
42,5,12,100
42,6,12,100
42,7,12,100
42,8,12,100
42,9,12,100
43,1,12,100
43,10,12,100
43,2,12,100
43,3,12,100
43,4,12,100
43,5,12,100
43,6,12,100
43,7,12,100
43,8,12,100
43,9,12,100
44,1,12,100
44,10,12,100
44,2,12,100
44,3,12,100
44,4,12,100
44,5,12,100
44,6,12,100
44,7,12,100
44,8,12,100
44,9,12,100
45,1,12,100
45,10,12,100
45,2,12,100
45,3,12,100
45,4,12,100
45,5,12,100
45,6,12,100
45,7,12,100
45,8,12,100
45,9,12,100
46,1,12,100
46,10,12,100
46,2,12,100
46,3,12,100
46,4,12,100
46,5,12,100
46,6,12,100
46,7,12,100
46,8,12,100
46,9,12,100
47,1,12,100
47,10,12,100
47,2,12,100
47,3,12,100
47,4,12,100
47,5,12,100
47,6,12,100
47,7,12,100
47,8,12,100
47,9,12,100
48,1,12,100
48,10,12,100
48,2,12,100
48,3,12,100
48,4,12,100
48,5,12,100
48,6,12,100
48,7,12,100
48,8,12,100
48,9,12,100
49,1,12,100
49,10,12,100
49,2,12,100
49,3,12,100
49,4,12,100
49,5,12,100
49,6,12,100
49,7,12,100
49,8,12,100
49,9,12,100
5,1,12,100
5,10,12,100
5,2,12,100
5,3,12,100
5,4,12,100
5,5,12,100
5,6,12,100
5,7,12,100
5,8,12,100
5,9,12,100
50,1,12,100
50,10,12,100
50,2,12,100
50,3,12,100
50,4,12,100
50,5,12,100
50,6,12,100
50,7,12,100
50,8,12,100
50,9,12,100
51,1,12,100
51,10,12,100
51,2,12,100
51,3,12,100
51,4,12,100
51,5,12,100
51,6,12,100
51,7,12,100
51,8,12,100
51,9,12,100
52,1,12,100
52,10,12,100
52,2,12,100
52,3,12,100
52,4,12,100
52,5,12,100
52,6,12,100
52,7,12,100
52,8,12,100
52,9,12,100
53,1,12,100
53,10,12,100
53,2,12,100
53,3,12,100
53,4,12,100
53,5,12,100
53,6,12,100
53,7,12,100
53,8,12,100
53,9,12,100
54,1,12,100
54,10,12,100
54,2,12,100
54,3,12,100
54,4,12,100
54,5,12,100
54,6,12,100
54,7,12,100
54,8,12,100
54,9,12,100
55,1,12,100
55,10,12,100
55,2,12,100
55,3,12,100
55,4,12,100
55,5,12,100
55,6,12,100
55,7,12,100
55,8,12,100
55,9,12,100
56,1,12,100
56,10,12,100
56,2,12,100
56,3,12,100
56,4,12,100
56,5,12,100
56,6,12,100
56,7,12,100
56,8,12,100
56,9,12,100
57,1,12,100
57,10,12,100
57,2,12,100
57,3,12,100
57,4,12,100
57,5,12,100
57,6,12,100
57,7,12,100
57,8,12,100
57,9,12,100
58,1,12,100
58,10,12,100
58,2,12,100
58,3,12,100
58,4,12,100
58,5,12,100
58,6,12,100
58,7,12,100
58,8,12,100
58,9,12,100
59,1,12,100
59,10,12,100
59,2,12,100
59,3,12,100
59,4,12,100
59,5,12,100
59,6,12,100
59,7,12,100
59,8,12,100
59,9,12,100
6,1,12,100
6,10,12,100
6,2,12,100
6,3,12,100
6,4,12,100
6,5,12,100
6,6,12,100
6,7,12,100
6,8,12,100
6,9,12,100
60,1,12,100
60,10,12,100
60,2,12,100
60,3,12,100
60,4,12,100
60,5,12,100
60,6,12,100
60,7,12,100
60,8,12,100
60,9,12,100
61,1,12,100
61,10,12,100
61,2,12,100
61,3,12,100
61,4,12,100
61,5,12,100
61,6,12,100
61,7,12,100
61,8,12,100
61,9,12,100
62,1,12,100
62,10,12,100
62,2,12,100
62,3,12,100
62,4,12,100
62,5,12,100
62,6,12,100
62,7,12,100
62,8,12,100
62,9,12,100
63,1,12,100
63,10,12,100
63,2,12,100
63,3,12,100
63,4,12,100
63,5,12,100
63,6,12,100
63,7,12,100
63,8,12,100
63,9,12,100
64,1,12,100
64,10,12,100
64,2,12,100
64,3,12,100
64,4,12,100
64,5,12,100
64,6,12,100
64,7,12,100
64,8,12,100
64,9,12,100
65,1,12,100
65,10,12,100
65,2,12,100
65,3,12,100
65,4,12,100
65,5,12,100
65,6,12,100
65,7,12,100
65,8,12,100
65,9,12,100
66,1,12,100
66,10,12,100
66,2,12,100
66,3,12,100
66,4,12,100
66,5,12,100
66,6,12,100
66,7,12,100
66,8,12,100
66,9,12,100
67,1,12,100
67,10,12,100
67,2,12,100
67,3,12,100
67,4,12,100
67,5,12,100
67,6,12,100
67,7,12,100
67,8,12,100
67,9,12,100
68,1,12,100
68,10,12,100
68,2,12,100
68,3,12,100
68,4,12,100
68,5,12,100
68,6,12,100
68,7,12,100
68,8,12,100
68,9,12,100
69,1,12,100
69,10,12,100
69,2,12,100
69,3,12,100
69,4,12,100
69,5,12,100
69,6,12,100
69,7,12,100
69,8,12,100
69,9,12,100
7,1,12,100
7,10,12,100
7,2,12,100
7,3,12,100
7,4,12,100
7,5,12,100
7,6,12,100
7,7,12,100
7,8,12,100
7,9,12,100
70,1,12,100
70,10,12,100
70,2,12,100
70,3,12,100
70,4,12,100
70,5,12,100
70,6,12,100
70,7,12,100
70,8,12,100
70,9,12,100
71,1,12,100
71,10,12,100
71,2,12,100
71,3,12,100
71,4,12,100
71,5,12,100
71,6,12,100
71,7,12,100
71,8,12,100
71,9,12,100
72,1,12,100
72,10,12,100
72,2,12,100
72,3,12,100
72,4,12,100
72,5,12,100
72,6,12,100
72,7,12,100
72,8,12,100
72,9,12,100
73,1,12,100
73,10,12,100
73,2,12,100
73,3,12,100
73,4,12,100
73,5,12,100
73,6,12,100
73,7,12,100
73,8,12,100
73,9,12,100
74,1,12,100
74,10,12,100
74,2,12,100
74,3,12,100
74,4,12,100
74,5,12,100
74,6,12,100
74,7,12,100
74,8,12,100
74,9,12,100
75,1,12,100
75,10,12,100
75,2,12,100
75,3,12,100
75,4,12,100
75,5,12,100
75,6,12,100
75,7,12,100
75,8,12,100
75,9,12,100
76,1,12,100
76,10,12,100
76,2,12,100
76,3,12,100
76,4,12,100
76,5,12,100
76,6,12,100
76,7,12,100
76,8,12,100
76,9,12,100
77,1,12,100
77,10,12,100
77,2,12,100
77,3,12,100
77,4,12,100
77,5,12,100
77,6,12,100
77,7,12,100
77,8,12,100
77,9,12,100
78,1,12,100
78,10,12,100
78,2,12,100
78,3,12,100
78,4,12,100
78,5,12,100
78,6,12,100
78,7,12,100
78,8,12,100
78,9,12,100
79,1,12,100
79,10,12,100
79,2,12,100
79,3,12,100
79,4,12,100
79,5,12,100
79,6,12,100
79,7,12,100
79,8,12,100
79,9,12,100
8,1,12,100
8,10,12,100
8,2,12,100
8,3,12,100
8,4,12,100
8,5,12,100
8,6,12,100
8,7,12,100
8,8,12,100
8,9,12,100
80,1,12,100
80,10,12,100
80,2,12,100
80,3,12,100
80,4,12,100
80,5,12,100
80,6,12,100
80,7,12,100
80,8,12,100
80,9,12,100
81,1,12,100
81,10,12,100
81,2,12,100
81,3,12,100
81,4,12,100
81,5,12,100
81,6,12,100
81,7,12,100
81,8,12,100
81,9,12,100
82,1,12,100
82,10,12,100
82,2,12,100
82,3,12,100
82,4,12,100
82,5,12,100
82,6,12,100
82,7,12,100
82,8,12,100
82,9,12,100
83,1,12,100
83,10,12,100
83,2,12,100
83,3,12,100
83,4,12,100
83,5,12,100
83,6,12,100
83,7,12,100
83,8,12,100
83,9,12,100
84,1,12,100
84,10,12,100
84,2,12,100
84,3,12,100
84,4,12,100
84,5,12,100
84,6,12,100
84,7,12,100
84,8,12,100
84,9,12,100
85,1,12,100
85,10,12,100
85,2,12,100
85,3,12,100
85,4,12,100
85,5,12,100
85,6,12,100
85,7,12,100
85,8,12,100
85,9,12,100
86,1,12,100
86,10,12,100
86,2,12,100
86,3,12,100
86,4,12,100
86,5,12,100
86,6,12,100
86,7,12,100
86,8,12,100
86,9,12,100
87,1,12,100
87,10,12,100
87,2,12,100
87,3,12,100
87,4,12,100
87,5,12,100
87,6,12,100
87,7,12,100
87,8,12,100
87,9,12,100
88,1,12,100
88,10,12,100
88,2,12,100
88,3,12,100
88,4,12,100
88,5,12,100
88,6,12,100
88,7,12,100
88,8,12,100
88,9,12,100
89,1,12,100
89,10,12,100
89,2,12,100
89,3,12,100
89,4,12,100
89,5,12,100
89,6,12,100
89,7,12,100
89,8,12,100
89,9,12,100
9,1,12,100
9,10,12,100
9,2,12,100
9,3,12,100
9,4,12,100
9,5,12,100
9,6,12,100
9,7,12,100
9,8,12,100
9,9,12,100
90,1,12,100
90,10,12,100
90,2,12,100
90,3,12,100
90,4,12,100
90,5,12,100
90,6,12,100
90,7,12,100
90,8,12,100
90,9,12,100
91,1,12,100
91,10,12,100
91,2,12,100
91,3,12,100
91,4,12,100
91,5,12,100
91,6,12,100
91,7,12,100
91,8,12,100
91,9,12,100
92,1,12,100
92,10,12,100
92,2,12,100
92,3,12,100
92,4,12,100
92,5,12,100
92,6,12,100
92,7,12,100
92,8,12,100
92,9,12,100
93,1,12,100
93,10,12,100
93,2,12,100
93,3,12,100
93,4,12,100
93,5,12,100
93,6,12,100
93,7,12,100
93,8,12,100
93,9,12,100
94,1,12,100
94,10,12,100
94,2,12,100
94,3,12,100
94,4,12,100
94,5,12,100
94,6,12,100
94,7,12,100
94,8,12,100
94,9,12,100
95,1,12,100
95,10,12,100
95,2,12,100
95,3,12,100
95,4,12,100
95,5,12,100
95,6,12,100
95,7,12,100
95,8,12,100
95,9,12,100
96,1,12,100
96,10,12,100
96,2,12,100
96,3,12,100
96,4,12,100
96,5,12,100
96,6,12,100
96,7,12,100
96,8,12,100
96,9,12,100
97,1,12,100
97,10,12,100
97,2,12,100
97,3,12,100
97,4,12,100
97,5,12,100
97,6,12,100
97,7,12,100
97,8,12,100
97,9,12,100
98,1,12,100
98,10,12,100
98,2,12,100
98,3,12,100
98,4,12,100
98,5,12,100
98,6,12,100
98,7,12,100
98,8,12,100
98,9,12,100
99,1,12,100
99,10,12,100
99,2,12,100
99,3,12,100
99,4,12,100
99,5,12,100
99,6,12,100
99,7,12,100
99,8,12,100
99,9,12,100
1,1,13,1000
1,10,13,1000
1,2,13,1000
1,3,13,1000
1,4,13,1000
1,5,13,1000
1,6,13,1000
1,7,13,1000
1,8,13,1000
1,9,13,1000
10,1,13,1000
10,10,13,1000
10,2,13,1000
10,3,13,1000
10,4,13,1000
10,5,13,1000
10,6,13,1000
10,7,13,1000
10,8,13,1000
10,9,13,1000
100,1,13,1000
100,10,13,1000
100,2,13,1000
100,3,13,1000
100,4,13,1000
100,5,13,1000
100,6,13,1000
100,7,13,1000
100,8,13,1000
100,9,13,1000
11,1,13,1000
11,10,13,1000
11,2,13,1000
11,3,13,1000
11,4,13,1000
11,5,13,1000
11,6,13,1000
11,7,13,1000
11,8,13,1000
11,9,13,1000
12,1,13,1000
12,10,13,1000
12,2,13,1000
12,3,13,1000
12,4,13,1000
12,5,13,1000
12,6,13,1000
12,7,13,1000
12,8,13,1000
12,9,13,1000
13,1,13,1000
13,10,13,1000
13,2,13,1000
13,3,13,1000
13,4,13,1000
13,5,13,1000
13,6,13,1000
13,7,13,1000
13,8,13,1000
13,9,13,1000
14,1,13,1000
14,10,13,1000
14,2,13,1000
14,3,13,1000
14,4,13,1000
14,5,13,1000
14,6,13,1000
14,7,13,1000
14,8,13,1000
14,9,13,1000
15,1,13,1000
15,10,13,1000
15,2,13,1000
15,3,13,1000
15,4,13,1000
15,5,13,1000
15,6,13,1000
15,7,13,1000
15,8,13,1000
15,9,13,1000
16,1,13,1000
16,10,13,1000
16,2,13,1000
16,3,13,1000
16,4,13,1000
16,5,13,1000
16,6,13,1000
16,7,13,1000
16,8,13,1000
16,9,13,1000
17,1,13,1000
17,10,13,1000
17,2,13,1000
17,3,13,1000
17,4,13,1000
17,5,13,1000
17,6,13,1000
17,7,13,1000
17,8,13,1000
17,9,13,1000
18,1,13,1000
18,10,13,1000
18,2,13,1000
18,3,13,1000
18,4,13,1000
18,5,13,1000
18,6,13,1000
18,7,13,1000
18,8,13,1000
18,9,13,1000
19,1,13,1000
19,10,13,1000
19,2,13,1000
19,3,13,1000
19,4,13,1000
19,5,13,1000
19,6,13,1000
19,7,13,1000
19,8,13,1000
19,9,13,1000
2,1,13,1000
2,10,13,1000
2,2,13,1000
2,3,13,1000
2,4,13,1000
2,5,13,1000
2,6,13,1000
2,7,13,1000
2,8,13,1000
2,9,13,1000
20,1,13,1000
20,10,13,1000
20,2,13,1000
20,3,13,1000
20,4,13,1000
20,5,13,1000
20,6,13,1000
20,7,13,1000
20,8,13,1000
20,9,13,1000
21,1,13,1000
21,10,13,1000
21,2,13,1000
21,3,13,1000
21,4,13,1000
21,5,13,1000
21,6,13,1000
21,7,13,1000
21,8,13,1000
21,9,13,1000
22,1,13,1000
22,10,13,1000
22,2,13,1000
22,3,13,1000
22,4,13,1000
22,5,13,1000
22,6,13,1000
22,7,13,1000
22,8,13,1000
22,9,13,1000
23,1,13,1000
23,10,13,1000
23,2,13,1000
23,3,13,1000
23,4,13,1000
23,5,13,1000
23,6,13,1000
23,7,13,1000
23,8,13,1000
23,9,13,1000
24,1,13,1000
24,10,13,1000
24,2,13,1000
24,3,13,1000
24,4,13,1000
24,5,13,1000
24,6,13,1000
24,7,13,1000
24,8,13,1000
24,9,13,1000
25,1,13,1000
25,10,13,1000
25,2,13,1000
25,3,13,1000
25,4,13,1000
25,5,13,1000
25,6,13,1000
25,7,13,1000
25,8,13,1000
25,9,13,1000
26,1,13,1000
26,10,13,1000
26,2,13,1000
26,3,13,1000
26,4,13,1000
26,5,13,1000
26,6,13,1000
26,7,13,1000
26,8,13,1000
26,9,13,1000
27,1,13,1000
27,10,13,1000
27,2,13,1000
27,3,13,1000
27,4,13,1000
27,5,13,1000
27,6,13,1000
27,7,13,1000
27,8,13,1000
27,9,13,1000
28,1,13,1000
28,10,13,1000
28,2,13,1000
28,3,13,1000
28,4,13,1000
28,5,13,1000
28,6,13,1000
28,7,13,1000
28,8,13,1000
28,9,13,1000
29,1,13,1000
29,10,13,1000
29,2,13,1000
29,3,13,1000
29,4,13,1000
29,5,13,1000
29,6,13,1000
29,7,13,1000
29,8,13,1000
29,9,13,1000
3,1,13,1000
3,10,13,1000
3,2,13,1000
3,3,13,1000
3,4,13,1000
3,5,13,1000
3,6,13,1000
3,7,13,1000
3,8,13,1000
3,9,13,1000
30,1,13,1000
30,10,13,1000
30,2,13,1000
30,3,13,1000
30,4,13,1000
30,5,13,1000
30,6,13,1000
30,7,13,1000
30,8,13,1000
30,9,13,1000
31,1,13,1000
31,10,13,1000
31,2,13,1000
31,3,13,1000
31,4,13,1000
31,5,13,1000
31,6,13,1000
31,7,13,1000
31,8,13,1000
31,9,13,1000
32,1,13,1000
32,10,13,1000
32,2,13,1000
32,3,13,1000
32,4,13,1000
32,5,13,1000
32,6,13,1000
32,7,13,1000
32,8,13,1000
32,9,13,1000
33,1,13,1000
33,10,13,1000
33,2,13,1000
33,3,13,1000
33,4,13,1000
33,5,13,1000
33,6,13,1000
33,7,13,1000
33,8,13,1000
33,9,13,1000
34,1,13,1000
34,10,13,1000
34,2,13,1000
34,3,13,1000
34,4,13,1000
34,5,13,1000
34,6,13,1000
34,7,13,1000
34,8,13,1000
34,9,13,1000
35,1,13,1000
35,10,13,1000
35,2,13,1000
35,3,13,1000
35,4,13,1000
35,5,13,1000
35,6,13,1000
35,7,13,1000
35,8,13,1000
35,9,13,1000
36,1,13,1000
36,10,13,1000
36,2,13,1000
36,3,13,1000
36,4,13,1000
36,5,13,1000
36,6,13,1000
36,7,13,1000
36,8,13,1000
36,9,13,1000
37,1,13,1000
37,10,13,1000
37,2,13,1000
37,3,13,1000
37,4,13,1000
37,5,13,1000
37,6,13,1000
37,7,13,1000
37,8,13,1000
37,9,13,1000
38,1,13,1000
38,10,13,1000
38,2,13,1000
38,3,13,1000
38,4,13,1000
38,5,13,1000
38,6,13,1000
38,7,13,1000
38,8,13,1000
38,9,13,1000
39,1,13,1000
39,10,13,1000
39,2,13,1000
39,3,13,1000
39,4,13,1000
39,5,13,1000
39,6,13,1000
39,7,13,1000
39,8,13,1000
39,9,13,1000
4,1,13,1000
4,10,13,1000
4,2,13,1000
4,3,13,1000
4,4,13,1000
4,5,13,1000
4,6,13,1000
4,7,13,1000
4,8,13,1000
4,9,13,1000
40,1,13,1000
40,10,13,1000
40,2,13,1000
40,3,13,1000
40,4,13,1000
40,5,13,1000
40,6,13,1000
40,7,13,1000
40,8,13,1000
40,9,13,1000
41,1,13,1000
41,10,13,1000
41,2,13,1000
41,3,13,1000
41,4,13,1000
41,5,13,1000
41,6,13,1000
41,7,13,1000
41,8,13,1000
41,9,13,1000
42,1,13,1000
42,10,13,1000
42,2,13,1000
42,3,13,1000
42,4,13,1000
42,5,13,1000
42,6,13,1000
42,7,13,1000
42,8,13,1000
42,9,13,1000
43,1,13,1000
43,10,13,1000
43,2,13,1000
43,3,13,1000
43,4,13,1000
43,5,13,1000
43,6,13,1000
43,7,13,1000
43,8,13,1000
43,9,13,1000
44,1,13,1000
44,10,13,1000
44,2,13,1000
44,3,13,1000
44,4,13,1000
44,5,13,1000
44,6,13,1000
44,7,13,1000
44,8,13,1000
44,9,13,1000
45,1,13,1000
45,10,13,1000
45,2,13,1000
45,3,13,1000
45,4,13,1000
45,5,13,1000
45,6,13,1000
45,7,13,1000
45,8,13,1000
45,9,13,1000
46,1,13,1000
46,10,13,1000
46,2,13,1000
46,3,13,1000
46,4,13,1000
46,5,13,1000
46,6,13,1000
46,7,13,1000
46,8,13,1000
46,9,13,1000
47,1,13,1000
47,10,13,1000
47,2,13,1000
47,3,13,1000
47,4,13,1000
47,5,13,1000
47,6,13,1000
47,7,13,1000
47,8,13,1000
47,9,13,1000
48,1,13,1000
48,10,13,1000
48,2,13,1000
48,3,13,1000
48,4,13,1000
48,5,13,1000
48,6,13,1000
48,7,13,1000
48,8,13,1000
